"Country Name","Year","DeathRate"
"Argentina",2000,23.4055283710526
"Argentina",2001,24.7699092621053
"Argentina",2002,23.0906297557895
"Argentina",2003,24.6092481557895
"Argentina",2004,21.95617783
"Argentina",2005,21.2786969021053
"Argentina",2006,21.0619874331579
"Argentina",2007,19.2636836984211
"Argentina",2008,19.6147714521053
"Argentina",2009,17.4257986836842
"Argentina",2010,17.9598949263158
"Argentina",2011,16.4780709868421
"Argentina",2012,18.8380536021053
"Argentina",2013,16.2324556878947
"Argentina",2014,17.5331135878947
"Argentina",2015,17.8385612815789
"Argentina",2016,16.6699107263158
"Argentina",2017,16.5097452431579
"Argentina",2018,17.0055700752632
"Argentina",2019,16.1465819947368
"Argentina",2020,14.2200474457895
"Armenia",1981,12.1276529142105
"Armenia",1982,5.64715079789474
"Armenia",1985,7.12851541105263
"Armenia",1986,6.42838361578947
"Armenia",1987,10.5143457510526
"Armenia",1988,4.55203724263158
"Armenia",1989,6.68811400526316
"Armenia",1990,6.32008029
"Armenia",1991,7.72872312736842
"Armenia",1992,7.15848490210526
"Armenia",1993,8.33082007736842
"Armenia",1994,12.4899506089474
"Armenia",1995,8.72877300105263
"Armenia",1996,7.09131575947368
"Armenia",1997,5.76202253473684
"Armenia",1998,5.21378057789474
"Armenia",1999,4.57700296052632
"Armenia",2000,5.99522057894737
"Armenia",2001,5.15159818157895
"Armenia",2002,6.62035690473684
"Armenia",2003,5.37977938631579
"Armenia",2006,7.66654220894737
"Armenia",2007,6.14262777736842
"Armenia",2008,5.39504148526316
"Armenia",2009,6.79263743894737
"Armenia",2010,7.35748951421053
"Armenia",2011,5.35983167157895
"Armenia",2012,6.69474555578947
"Armenia",2013,6.08031593894737
"Armenia",2014,6.32415342631579
"Armenia",2015,8.1218607968421
"Armenia",2016,7.41976509947368
"Armenia",2017,4.47533195578947
"Armenia",2018,6.68629588789474
"Armenia",2019,6.93402765526316
"Armenia",2020,5.18893445736842
"Armenia",2021,5.03894867052632
"Australia",1950,25.55730674
"Australia",1951,23.3754390221053
"Australia",1952,27.0723232873684
"Australia",1953,28.9174993326316
"Australia",1954,28.1908396421053
"Australia",1955,27.0991448826316
"Australia",1956,27.3559183152632
"Australia",1957,31.37056844
"Australia",1958,32.1880453494737
"Australia",1959,28.2027669457895
"Australia",1960,27.2296042257895
"Australia",1961,28.3763120926316
"Australia",1962,33.9826039178947
"Australia",1963,38.6311584842105
"Australia",1964,36.7738966926316
"Australia",1965,34.5312731015789
"Australia",1966,35.7489367578947
"Australia",1967,37.6792876757895
"Australia",1968,31.8674384621053
"Australia",1969,31.8397855178947
"Australia",1970,30.9053007178947
"Australia",1971,33.4211229889474
"Australia",1972,30.0111523784211
"Australia",1973,27.6250049010526
"Australia",1974,28.969753328421
"Australia",1975,26.8401846410526
"Australia",1976,25.5980495889474
"Australia",1977,26.2175638584211
"Australia",1978,25.2289272089474
"Australia",1979,25.2137972647368
"Australia",1980,25.4234960468421
"Australia",1981,25.965100731579
"Australia",1982,27.1027043573684
"Australia",1983,26.3694013621053
"Australia",1984,25.043583011579
"Australia",1985,26.4475976278947
"Australia",1986,27.9158128410526
"Australia",1987,30.8542715931579
"Australia",1988,28.3153928710526
"Australia",1989,26.7509334389474
"Australia",1990,27.8964710578947
"Australia",1991,28.5598878405263
"Australia",1992,26.8500058873684
"Australia",1993,24.5948970668421
"Australia",1994,26.7970884021053
"Australia",1995,24.0748386068421
"Australia",1996,27.1243685147368
"Australia",1997,28.4824133694737
"Australia",1998,27.0944356847368
"Australia",1999,26.1395608394737
"Australia",2000,24.9824753773684
"Australia",2001,24.9086064178947
"Australia",2002,22.9014890147368
"Australia",2003,21.0851935352632
"Australia",2004,21.3112198378947
"Australia",2006,21.0965434447368
"Australia",2007,20.7237661184211
"Australia",2008,21.1130235331579
"Australia",2009,20.9950979452632
"Australia",2010,21.3497653942105
"Australia",2011,21.3520041452632
"Australia",2012,22.7720490668421
"Australia",2013,22.5233966689474
"Australia",2014,24.3215394178947
"Australia",2015,25.6282537252632
"Australia",2016,23.6395790105263
"Australia",2017,25.7926100973684
"Australia",2018,24.972879261579
"Australia",2019,25.6014014915789
"Australia",2020,23.9258570894737
"Australia",2021,24.2515331731579
"Austria",1955,57.9267110573684
"Austria",1956,55.7428458263158
"Austria",1957,56.3558632652632
"Austria",1958,56.7777989157895
"Austria",1959,57.6581318510526
"Austria",1960,54.6532766257895
"Austria",1961,53.3536266668421
"Austria",1962,55.5200641021053
"Austria",1963,51.9029517768421
"Austria",1964,54.2491918042105
"Austria",1965,54.7998979694737
"Austria",1966,56.872911128421
"Austria",1967,56.3576692089474
"Austria",1968,54.4733813942105
"Austria",1969,56.5191111447368
"Austria",1970,61.3466333347368
"Austria",1971,59.8610584889474
"Austria",1972,62.0948864363158
"Austria",1973,59.3521766384211
"Austria",1974,60.5872511473684
"Austria",1975,63.9174095142105
"Austria",1976,58.2926546378947
"Austria",1977,62.8375465805263
"Austria",1978,60.8940786352632
"Austria",1979,61.5332123215789
"Austria",1980,63.1183315936842
"Austria",1981,65.1035673042105
"Austria",1982,67.7459806536842
"Austria",1983,66.6517597594737
"Austria",1984,67.2185149452632
"Austria",1985,64.8359106626316
"Austria",1986,68.294314481579
"Austria",1987,68.123723681579
"Austria",1988,60.8622819563158
"Austria",1989,62.8397428231579
"Austria",1990,61.0515378231579
"Austria",1991,60.2212969173684
"Austria",1992,58.4839083273684
"Austria",1993,59.1428884605263
"Austria",1994,57.7953372105263
"Austria",1995,58.0860720252632
"Austria",1996,59.7860640436842
"Austria",1997,51.6602556063158
"Austria",1998,51.2207002257895
"Austria",1999,49.5180768442105
"Austria",2000,50.8352385263158
"Austria",2001,45.5239456184211
"Austria",2002,49.9586231194737
"Austria",2003,46.9549864094737
"Austria",2004,46.08637789
"Austria",2005,42.7637016952632
"Austria",2006,38.145644758421
"Austria",2007,38.0655649373684
"Austria",2008,37.7988479915789
"Austria",2009,36.90264236
"Austria",2010,35.5287989321053
"Austria",2011,36.3668055126316
"Austria",2012,35.754384858421
"Austria",2013,36.2701515094737
"Austria",2014,36.1148577
"Austria",2015,33.7352297431579
"Austria",2016,32.4977365310526
"Austria",2017,33.2801830963158
"Austria",2018,33.1715314363158
"Austria",2019,29.2215741910526
"Austria",2020,28.0447198863158
"Austria",2021,29.5581891852632
"Azerbaijan",1981,14.7255150447368
"Azerbaijan",1982,14.3180278126316
"Azerbaijan",1985,13.13324008
"Azerbaijan",1986,12.0038792978947
"Azerbaijan",1987,13.1729319947368
"Azerbaijan",1988,13.7224960215789
"Azerbaijan",1989,11.8598032336842
"Azerbaijan",1990,4.46933092105263
"Azerbaijan",1991,5.2581910768421
"Azerbaijan",1992,5.82432936894737
"Azerbaijan",1993,4.98738843947368
"Azerbaijan",1994,2.16686845789474
"Azerbaijan",1995,2.3180466368421
"Azerbaijan",1996,3.26110083421053
"Azerbaijan",1997,3.40780900421053
"Azerbaijan",1998,1.8930740868421
"Azerbaijan",1999,1.61568719157895
"Azerbaijan",2000,2.21860291789474
"Azerbaijan",2001,10.10059853
"Azerbaijan",2002,3.05496938157895
"Azerbaijan",2003,4.17056911210526
"Azerbaijan",2004,2.86550750789474
"Azerbaijan",2007,1.53243252684211
"Bahamas",1975,0.939849624210526
"Bahamas",1979,2.63157894736842
"Bahamas",1980,0.56593095631579
"Bahamas",1981,1.94931773894737
"Bahamas",1983,4.24286935894737
"Bahamas",1984,7.17678773789474
"Bahamas",1985,0.809716599473684
"Bahamas",1987,1.91755141578947
"Bahamas",1993,5.21881154631579
"Bahamas",1994,1.95532488105263
"Bahamas",1995,0.898292107894737
"Bahamas",1996,1.92039329631579
"Bahamas",1997,1.18605138789474
"Bahamas",1998,1.77728720368421
"Bahamas",1999,2.70731687684211
"Bahamas",2000,7.01065517631579
"Bahamas",2001,0.435727948947368
"Bahamas",2002,1.46320056315789
"Bahamas",2003,0.428491239473684
"Bahamas",2004,1.15067024631579
"Bahamas",2005,1.62660048684211
"Bahamas",2006,1.08292384789474
"Bahamas",2007,2.17515247105263
"Bahamas",2008,1.69939537315789
"Bahamas",2009,2.28477857315789
"Bahamas",2010,10.9340641094737
"Bahamas",2011,1.93687106526316
"Bahamas",2012,2.05674922842105
"Bahamas",2013,2.59412406894737
"Bahamas",2014,1.12012832315789
"Bahamas",2015,2.45884356736842
"Bahrain",1985,2.92130782736842
"Bahrain",1987,3.50746863578947
"Bahrain",1988,3.31421743578947
"Bahrain",1997,0
"Bahrain",1998,0
"Bahrain",1999,2.91240417764706
"Bahrain",2000,5.00847470705882
"Bahrain",2001,3.86688288526316
"Bahrain",2002,4.53486309352941
"Bahrain",2003,5.52050244823529
"Bahrain",2004,9.31966800058824
"Bahrain",2005,6.24851951058824
"Bahrain",2006,3.49145491
"Bahrain",2007,4.47071627882353
"Bahrain",2008,4.28271856470588
"Bahrain",2009,3.76066764647059
"Bahrain",2010,1.50692066842105
"Bahrain",2011,2.15288679526316
"Bahrain",2012,1.18320797578947
"Bahrain",2013,0.356732188947368
"Bahrain",2014,0.624136704736842
"Barbados",1960,3.91702526789474
"Barbados",1961,5.92679917
"Barbados",1962,3.00194931789474
"Barbados",1963,3.51841141315789
"Barbados",1964,12.1333637147368
"Barbados",1966,9.59767920210526
"Barbados",1967,4.49373858105263
"Barbados",1968,14.3583874215789
"Barbados",1969,9.92518713631579
"Barbados",1970,3.77020983842105
"Barbados",1971,2.47762262842105
"Barbados",1972,3.68381017210526
"Barbados",1973,8.51258581263158
"Barbados",1974,2.24880382789474
"Barbados",1975,2.58435143473684
"Barbados",1976,2.36472204578947
"Barbados",1977,3.67395762157895
"Barbados",1978,9.15847168789474
"Barbados",1979,1.77345537736842
"Barbados",1980,2.35419466526316
"Barbados",1981,3.77914305421053
"Barbados",1982,1.16888094
"Barbados",1983,7.88858501947368
"Barbados",1984,3.54003257947368
"Barbados",1985,9.29824561368421
"Barbados",1986,6.55541525578947
"Barbados",1987,4.97786010631579
"Barbados",1988,8.03850877631579
"Barbados",1989,11.9944383105263
"Barbados",1990,21.10629137
"Barbados",1991,13.5216829952632
"Barbados",1992,10.4120148852632
"Barbados",1993,16.8962803547368
"Barbados",1994,13.3194266147368
"Barbados",1995,10.3673203805263
"Barbados",2000,5.39294691947368
"Barbados",2001,1.54886005578947
"Barbados",2002,0
"Barbados",2003,0
"Barbados",2004,1.57571759789474
"Barbados",2005,0.499825061052632
"Barbados",2006,7.45473898947369
"Barbados",2007,0
"Barbados",2008,0.480522038947369
"Barbados",2009,4.67112915736842
"Barbados",2010,1.60254332263158
"Barbados",2011,0
"Barbados",2012,0
"Barbados",2013,0
"Belarus",1981,57.1906758942105
"Belarus",1982,60.063484468421
"Belarus",1985,51.7668988863158
"Belarus",1986,41.8964910442105
"Belarus",1987,47.4912947289474
"Belarus",1988,45.7508408689474
"Belarus",1989,49.9211255084211
"Belarus",1990,47.4578621210526
"Belarus",1991,51.5403007857895
"Belarus",1992,53.5176403736842
"Belarus",1993,63.2506825494737
"Belarus",1994,69.3882221273684
"Belarus",1995,70.4891574110526
"Belarus",1996,79.6336544678947
"Belarus",1997,76.4538727510526
"Belarus",1998,79.3433706636842
"Belarus",1999,76.5051752463158
"Belarus",2000,77.1559355694737
"Belarus",2001,72.2201088747368
"Belarus",2002,71.8267054505263
"Belarus",2003,75.7111593447368
"Belarus",2007,60.05931994
"Belarus",2008,59.7866732936842
"Belarus",2009,62.4398026031579
"Belarus",2010,54.2370156289474
"Belarus",2011,49.6370791378947
"Belarus",2013,45.7798384773684
"Belarus",2014,43.41137508
"Belarus",2018,46.3712805963158
"Belgium",1954,39.0479271163158
"Belgium",1955,40.2999558563158
"Belgium",1956,41.6441994094737
"Belgium",1957,44.3319230157895
"Belgium",1958,42.3474937973684
"Belgium",1959,36.4395791189474
"Belgium",1960,44.4796301357895
"Belgium",1961,43.0466261231579
"Belgium",1962,40.676370231579
"Belgium",1963,41.5629866226316
"Belgium",1964,41.2275344542105
"Belgium",1965,44.8062357126316
"Belgium",1966,42.7395969973684
"Belgium",1967,43.9464970242105
"Belgium",1968,44.0312010352632
"Belgium",1969,45.0390285952632
"Belgium",1970,47.322278168421
"Belgium",1971,44.6876291315789
"Belgium",1972,44.399135351579
"Belgium",1973,45.0366480847368
"Belgium",1974,44.0817471557895
"Belgium",1975,45.3759597826316
"Belgium",1976,45.6669125268421
"Belgium",1977,48.8834047063158
"Belgium",1978,53.9866677952632
"Belgium",1979,54.42554028
"Belgium",1980,54.1539265163158
"Belgium",1981,55.9586984057895
"Belgium",1982,55.5067839994737
"Belgium",1983,56.3440947489474
"Belgium",1984,59.5973302857895
"Belgium",1985,57.41483264
"Belgium",1986,54.5540204221053
"Belgium",1987,56.3855238115789
"Belgium",1988,49.712036018421
"Belgium",1989,49.3783414631579
"Belgium",1990,48.5680805357895
"Belgium",1991,46.1510775542105
"Belgium",1992,45.4823907026316
"Belgium",1993,51.1188443136842
"Belgium",1994,51.6944247236842
"Belgium",1995,49.1150519394737
"Belgium",1996,45.667195261579
"Belgium",1997,48.383431891579
"Belgium",1998,46.1122217063158
"Belgium",1999,39.4360451168421
"Belgium",2000,46.0023171205263
"Belgium",2001,45.3888489773684
"Belgium",2002,43.23134493
"Belgium",2003,43.5314645236842
"Belgium",2004,39.6987302615789
"Belgium",2005,40.4306527426316
"Belgium",2006,36.8815344026316
"Belgium",2007,35.8885174989474
"Belgium",2008,38.3931928431579
"Belgium",2009,37.5614859847368
"Belgium",2010,38.03719344
"Belgium",2011,39.2336307757895
"Belgium",2012,37.5665379721053
"Belgium",2013,34.5569094505263
"Belgium",2014,34.7584532068421
"Belgium",2015,33.1484092736842
"Belgium",2016,34.1681401989474
"Belgium",2017,30.4750996710526
"Belgium",2018,31.588368258421
"Belize",1964,1.70770859684211
"Belize",1965,4.02896397842105
"Belize",1966,2.7628125431579
"Belize",1967,1.91317989631579
"Belize",1968,2.16680028578947
"Belize",1969,0
"Belize",1970,0
"Belize",1971,0
"Belize",1972,0
"Belize",1973,1.64473684210526
"Belize",1974,2.92397660842105
"Belize",1975,0
"Belize",1976,4.2320714068421
"Belize",1977,0
"Belize",1978,0
"Belize",1979,1.31578947368421
"Belize",1980,7.26216412411765
"Belize",1982,0
"Belize",1983,0
"Belize",1984,27.9605263157895
"Belize",1986,2.19161465105263
"Belize",1987,3.50117809526316
"Belize",1989,0.582272142631579
"Belize",1990,5.91648306947368
"Belize",1991,5.51378446105263
"Belize",1993,0.773993807894737
"Belize",1994,25.0793221115789
"Belize",1995,31.2053862310526
"Belize",1996,11.9978094784211
"Belize",1997,0.811839872631579
"Belize",1998,13.3563113236842
"Belize",1999,11.7337413773684
"Belize",2000,24.9173084189474
"Belize",2001,19.1009286478947
"Belize",2002,13.1853019921053
"Belize",2003,10.4741945805263
"Belize",2004,20.8180325236842
"Belize",2005,5.73465057789474
"Belize",2006,6.26738086631579
"Belize",2007,12.6390467010526
"Belize",2008,12.36845819
"Belize",2009,7.78507489736842
"Belize",2010,10.7585478889474
"Belize",2011,18.5524758294737
"Belize",2012,11.0023897594737
"Belize",2013,8.68920061263158
"Belize",2014,15.1877681515789
"Belize",2015,19.3631138747368
"Belize",2016,11.1944989715789
"Bosnia and Herzegovina",1985,28.2363468036842
"Bosnia and Herzegovina",1986,29.7341733542105
"Bosnia and Herzegovina",1987,30.6204459689474
"Bosnia and Herzegovina",1988,23.1145684042105
"Bosnia and Herzegovina",1989,24.5454881068421
"Bosnia and Herzegovina",1990,24.4850503731579
"Bosnia and Herzegovina",1991,25.8783223989474
"Bosnia and Herzegovina",2014,22.9145939052632
"Brazil",1979,8.35346121684211
"Brazil",1980,9.89830952421053
"Brazil",1981,9.39235405105263
"Brazil",1982,9.29905070578947
"Brazil",1983,10.2637358373684
"Brazil",1984,9.89232520421053
"Brazil",1985,9.83301847263158
"Brazil",1986,9.61130715631579
"Brazil",1987,11.6601902042105
"Brazil",1988,10.2836070110526
"Brazil",1989,10.1359968147368
"Brazil",1990,10.8115303547368
"Brazil",1991,10.8880035631579
"Brazil",1992,10.0481392384211
"Brazil",1993,10.2177329052632
"Brazil",1994,10.9525777226316
"Brazil",1995,11.7249580121053
"Brazil",1996,11.2350520826316
"Brazil",1997,12.0259592473684
"Brazil",1998,11.9354011963158
"Brazil",1999,10.7405811057895
"Brazil",2000,10.9668310931579
"Brazil",2001,11.8795570889474
"Brazil",2002,11.3737348405263
"Brazil",2003,11.09306526
"Brazil",2004,11.2563568578947
"Brazil",2005,12.2548193815789
"Brazil",2006,11.4982635294737
"Brazil",2007,11.7523718057895
"Brazil",2008,11.7253690847368
"Brazil",2009,11.7086934910526
"Brazil",2010,12.0128830973684
"Brazil",2011,11.8586617294737
"Brazil",2012,12.3183744447368
"Brazil",2013,12.1883846673684
"Brazil",2014,12.0599241673684
"Brazil",2015,12.7390259578947
"Brazil",2016,12.5289129726316
"Brazil",2017,13.2494143426316
"Brazil",2018,13.2688270978947
"Brazil",2019,13.3218561389474
"Brazil",2020,14.1323968526316
"Brunei Darussalam",1996,21.3757795357895
"Brunei Darussalam",1997,18.7379208226316
"Brunei Darussalam",1998,3.15571062421053
"Brunei Darussalam",1999,0.637421912105263
"Brunei Darussalam",2000,1.76688136736842
"Brunei Darussalam",2001,15.3206186131579
"Brunei Darussalam",2002,0.370644922105263
"Brunei Darussalam",2003,1.73282907052632
"Brunei Darussalam",2004,1.21018105842105
"Brunei Darussalam",2005,2.26902812105263
"Brunei Darussalam",2006,4.53411957421053
"Brunei Darussalam",2007,3.08579304
"Brunei Darussalam",2008,3.2647120468421
"Brunei Darussalam",2009,0.605412997894737
"Brunei Darussalam",2010,1.70107621368421
"Brunei Darussalam",2011,1.70517689578947
"Brunei Darussalam",2012,2.34290775684211
"Brunei Darussalam",2013,7.35531698105263
"Brunei Darussalam",2014,1.45948927105263
"Brunei Darussalam",2015,1.99054968736842
"Brunei Darussalam",2016,2.41388335263158
"Brunei Darussalam",2017,3.01733519
"Brunei Darussalam",2018,9.85654929052632
"Brunei Darussalam",2019,2.32779801736842
"Bulgaria",1964,37.3538417542105
"Bulgaria",1965,33.9460565068421
"Bulgaria",1966,41.5286794131579
"Bulgaria",1967,37.5974064410526
"Bulgaria",1968,38.1415579931579
"Bulgaria",1969,42.3213145742105
"Bulgaria",1970,45.1099620378947
"Bulgaria",1971,46.4125662084211
"Bulgaria",1972,43.4823283147368
"Bulgaria",1973,42.3823597668421
"Bulgaria",1974,45.6597969626316
"Bulgaria",1975,46.0242366515789
"Bulgaria",1976,47.3896831068421
"Bulgaria",1977,49.9394451957895
"Bulgaria",1978,47.6109111336842
"Bulgaria",1979,46.6456648394737
"Bulgaria",1980,45.3802247931579
"Bulgaria",1981,42.2254397178947
"Bulgaria",1982,49.2321737678947
"Bulgaria",1983,42.1800149952632
"Bulgaria",1984,54.952647598421
"Bulgaria",1985,55.3046453557895
"Bulgaria",1986,53.19575189
"Bulgaria",1987,56.7982875852632
"Bulgaria",1988,51.9114894510526
"Bulgaria",1989,53.7273266136842
"Bulgaria",1990,47.6062000778947
"Bulgaria",1991,49.6149964536842
"Bulgaria",1992,55.1615610773684
"Bulgaria",1993,48.1928496963158
"Bulgaria",1994,51.0816725773684
"Bulgaria",1995,48.1419514910526
"Bulgaria",1996,54.171917291579
"Bulgaria",1997,52.0866616263158
"Bulgaria",1998,58.7066906884211
"Bulgaria",1999,46.8080721652632
"Bulgaria",2000,48.6003775878947
"Bulgaria",2001,44.2886761836842
"Bulgaria",2002,46.4933498168421
"Bulgaria",2003,39.3230781389474
"Bulgaria",2004,34.1167923526316
"Bulgaria",2005,32.8915742994737
"Bulgaria",2006,34.3377869610526
"Bulgaria",2007,30.9072132242105
"Bulgaria",2008,31.4083580363158
"Bulgaria",2009,28.4668727452632
"Bulgaria",2010,29.3352812868421
"Bulgaria",2011,23.9600198089474
"Bulgaria",2012,28.9397569010526
"Bulgaria",2013,23.0625590536842
"Bulgaria",2014,24.19033701
"Bulgaria",2015,21.8268528842105
"Bulgaria",2016,22.9574151342105
"Bulgaria",2017,24.3443679752632
"Bulgaria",2018,20.9981406252632
"Bulgaria",2019,19.20484068
"Bulgaria",2020,19.2674028536842
"Cabo Verde",1980,0
"Cabo Verde",2011,30.4207328389474
"Canada",1950,20.5731746321053
"Canada",1951,20.3752810257895
"Canada",1952,20.2895956468421
"Canada",1953,19.1452233442105
"Canada",1954,18.9213725984211
"Canada",1955,19.3746455915789
"Canada",1956,22.2385621789474
"Canada",1957,20.2059959431579
"Canada",1958,19.464769598421
"Canada",1959,19.7624989478947
"Canada",1960,19.8418205073684
"Canada",1961,20.5541881705263
"Canada",1962,18.4933004010526
"Canada",1963,19.9932562463158
"Canada",1964,21.3675927778947
"Canada",1965,23.1169686210526
"Canada",1966,21.8697927031579
"Canada",1967,22.7316079952632
"Canada",1968,23.5556656568421
"Canada",1969,26.6517503226316
"Canada",1970,26.632708961579
"Canada",1971,27.5549207773684
"Canada",1972,27.4961957789474
"Canada",1973,27.8113193778947
"Canada",1974,28.2221859815789
"Canada",1975,26.2710875478947
"Canada",1976,27.0318688078947
"Canada",1977,29.1306850831579
"Canada",1978,31.3690485336842
"Canada",1979,27.9900045536842
"Canada",1980,30.3329269057895
"Canada",1981,29.7014959605263
"Canada",1982,29.361999178421
"Canada",1983,32.2046520678947
"Canada",1984,28.91370367
"Canada",1985,26.6456611889474
"Canada",1986,29.8873589457895
"Canada",1987,28.5196311389474
"Canada",1988,27.2645659142105
"Canada",1989,27.2848135173684
"Canada",1990,25.9468527805263
"Canada",1991,26.48101616
"Canada",1992,25.5254133589474
"Canada",1993,25.9998581242105
"Canada",1994,25.5709666431579
"Canada",1995,25.8483448210526
"Canada",1996,26.2655134368421
"Canada",1997,24.421801311579
"Canada",1998,23.9566230231579
"Canada",1999,25.3711049178947
"Canada",2000,21.977200161579
"Canada",2001,22.1125634947368
"Canada",2002,22.3916293578947
"Canada",2003,22.3897874736842
"Canada",2004,21.1683054252632
"Canada",2005,21.4670605089474
"Canada",2006,20.7297246094737
"Canada",2007,20.5079861231579
"Canada",2008,20.7984113842105
"Canada",2009,21.4523583457895
"Canada",2010,21.5125886357895
"Canada",2011,20.075003381579
"Canada",2012,20.6533282131579
"Canada",2013,21.7237721110526
"Canada",2014,22.238079081579
"Canada",2015,22.8452687531579
"Canada",2016,20.3445664631579
"Canada",2017,21.0237375389474
"Canada",2018,18.9756461926316
"Canada",2019,19.7645610057895
"Chile",1955,12.3807787152632
"Chile",1956,19.7719932357895
"Chile",1957,18.1676952189474
"Chile",1958,16.5219557278947
"Chile",1959,15.4746993678947
"Chile",1960,21.7811758889474
"Chile",1961,18.6448393494737
"Chile",1962,17.5917512268421
"Chile",1963,10.8529793736842
"Chile",1964,6.97066102894737
"Chile",1965,5.07890726421053
"Chile",1966,18.8356754652632
"Chile",1967,6.16192211210526
"Chile",1968,22.9602702036842
"Chile",1969,18.9428888089474
"Chile",1970,17.6430060031579
"Chile",1971,15.8584906663158
"Chile",1972,14.6220922831579
"Chile",1973,16.4442917284211
"Chile",1974,19.6256855452632
"Chile",1975,23.9978391205263
"Chile",1976,16.1694859394737
"Chile",1977,17.9939543352632
"Chile",1978,14.2850396763158
"Chile",1979,17.0122494668421
"Chile",1980,12.2346888426316
"Chile",1981,14.7891025652632
"Chile",1982,16.9549925931579
"Chile",1983,14.9076045252941
"Chile",1984,16.7629632373684
"Chile",1985,18.9845749889474
"Chile",1986,15.3884527526316
"Chile",1987,14.6866553742105
"Chile",1988,16.1972774563158
"Chile",1989,16.2270249157895
"Chile",1990,15.0841578552632
"Chile",1991,16.0440248484211
"Chile",1992,13.1066066447368
"Chile",1993,17.0106367547368
"Chile",1994,15.867399271579
"Chile",1995,18.3779212031579
"Chile",1996,15.7325612510526
"Chile",1997,16.8112576568421
"Chile",1998,18.1411095305263
"Chile",1999,18.4918369668421
"Chile",2000,24.99687157
"Chile",2001,24.2196853994737
"Chile",2002,24.5112199931579
"Chile",2003,24.4965468531579
"Chile",2004,25.2938017378947
"Chile",2005,23.2524683684211
"Chile",2006,25.1253746584211
"Chile",2007,24.2493209205263
"Chile",2008,26.1813743178947
"Chile",2009,27.1827130121053
"Chile",2010,25.5074679947368
"Chile",2011,25.7147532868421
"Chile",2012,22.8707766257895
"Chile",2013,21.6626750842105
"Chile",2014,21.9206094973684
"Chile",2015,22.7891113636842
"Chile",2016,21.9600785521053
